diagnostic_name,component,tablegen_message,test_reachable,emission_context_available
err_attribute_invalid_atomic_argument,Sema,"invalid argument '%0' to atomic attribute; valid options are: 'remote_memory', 'fine_grained_memory', 'ignore_denormal_mode' (optionally prefixed with 'no_')",false,true
err_attribute_invalid_matrix_type,Sema,invalid matrix element type %0,false,true
err_attribute_invalid_rvv_type,Sema,%0 attribute applied to non-RVV type %1,false,true
err_attribute_invalid_sve_type,Sema,%0 attribute applied to non-SVE type %1,false,true
err_attribute_multiple_objc_gc,Sema,multiple garbage collection attributes specified for type,false,true
err_attribute_no_member_pointers,Sema,%0 attribute cannot be used with pointers to members,false,true
err_attribute_not_clinkage,Sema,function type with %0 attribute must have C linkage,true,true
err_attribute_not_import_attr,Parse,%0 attribute cannot be applied to a module import,false,true
err_attribute_not_module_attr,Parse,%0 attribute cannot be applied to a module,false,true
err_attribute_not_supported_on_arch,Sema,%0 attribute is not supported on '%1',true,true
err_attribute_not_typedef_for_specialization,Sema,argument %0 to %1 attribute is not a typedef for a specialization of %2,false,true
err_attribute_only_once_per_parameter,Sema,%0 attribute can only be applied once per parameter,false,true
err_attribute_overloadable_mismatch,Sema,redeclaration of %0 must %select{not |}1have the 'overloadable' attribute,false,true
err_attribute_overloadable_multiple_unmarked_overloads,Sema,at most one overload for a given name may lack the 'overloadable' attribute,false,true
err_attribute_overloadable_no_prototype,Sema,'overloadable' function %0 must have a prototype,false,true
err_attribute_patchable_function_entry_invalid_section,Sema,section argument to 'patchable_function_entry' attribute is not valid for this target: %0,false,true
err_attribute_pointers_only,Sema,%0 attribute only applies to%select{| constant}1 pointer arguments,true,true
err_attribute_power_of_two_in_range,Sema,%0 attribute requires an integer argument which is a constant power of two between %1 and %2 inclusive; provided argument was %3,false,true
err_attribute_regparm_wrong_platform,Sema,'regparm' is not valid on this platform,true,true
err_attribute_requires_opencl_version,Sema,attribute %0 is supported in the OpenCL version %1%select{| onwards}2,false,true
err_attribute_requires_positive_integer,Sema,%0 attribute requires a %select{positive|non-negative}1 integral compile time constant expression,false,true
err_attribute_riscv_rvv_bits_unsupported,Sema,"%0 is only supported when '-mrvv-vector-bits=<bits>' is specified with a value of ""zvl"" or a power 2 in the range [64,65536]",true,true
err_attribute_section_invalid_for_target,Sema,argument to %select{'code_seg'|'section'}1 attribute is not valid for this target: %0,true,true
err_attribute_selectany_non_extern_data,Sema,'selectany' can only be applied to data items with external linkage,true,true
err_attribute_sentinel_not_zero_or_one,Sema,'sentinel' parameter 2 not 0 or 1,false,true
err_attribute_sizeless_type,Sema,%0 attribute cannot be applied to sizeless type %1,false,true
err_attribute_unsupported,Sema,%0 attribute is not supported on targets missing %1; specify an appropriate -march= or -mcpu=,true,true
err_attribute_unsupported_m_profile,Sema,on M-profile architectures %0 attribute is not supported on targets missing %1; specify an appropriate -march= or -mcpu=,true,true
err_attribute_uuid_malformed_guid,Common,uuid attribute contains a malformed GUID,false,true
err_attribute_vec_negative_size,Sema,vector must have non-negative size,false,true
err_attribute_weakref_not_static,Sema,weakref declaration must have internal linkage,false,true
err_attribute_webassembly_funcref,Sema,'__funcref' attribute can only be applied to a function pointer type,false,false
err_attributes_are_not_compatible,Sema,%0 and %1%select{ attributes|}2 are not compatible,true,true
err_auto_bitfield,Sema,cannot pass bit-field as __auto_type initializer in C,false,true
err_auto_expr_deduction_failure,Sema,functional-style cast to %0 has incompatible initializer of type %1,false,true
err_auto_expr_init_paren_braces,Sema,cannot deduce actual type for %1 from %select{parenthesized|nested}0 initializer list,false,true
err_auto_fn_deduction_failure,Sema,cannot deduce return type %0 from returned value of type %1,false,true
err_auto_new_deduction_failure,Sema,new expression for type %0 has incompatible constructor argument of type %1,false,true
err_auto_not_allowed_var_inst,Sema,'auto' variable template instantiation is not allowed,false,true
err_auto_var_init_no_expression,Sema,initializer for variable %0 with type %1 is empty,false,true
err_auto_var_init_paren_braces,Sema,cannot deduce type for variable %1 with type %2 from %select{parenthesized|nested}0 initializer list,false,true
err_avail_query_expected_platform_name,Parse,expected a platform name here,false,true
err_avail_query_unrecognized_platform_name,Parse,unrecognized platform name %0,true,true
err_availability_expected_change,Parse,"expected 'introduced', 'deprecated', or 'obsoleted'",false,true
err_availability_query_repeated_platform,Parse,version for '%0' already specified,false,true
err_availability_query_repeated_star,Parse,'*' query has already been specified,false,true
err_availability_query_wildcard_required,Parse,must handle potential future platforms with '*',true,true
err_availability_redundant,Parse,redundant %0 availability change; only the last specified change will be used,true,true
err_availability_unexpected_parameter,Sema,"unexpected parameter '%0' in availability attribute, not permitted in %select{HLSL|C/C++}1",true,true
err_availability_unknown_change,Parse,"%0 is not an availability stage; use 'introduced', 'deprecated', or 'obsoleted'",true,true
err_avx_calling_convention,Frontend,AVX vector %select{return|argument}0 of type %1 without '%2' enabled changes the ABI,false,true
err_await_suspend_invalid_return_type,Sema,return type of 'await_suspend' is required to be 'void' or 'bool' (have %0),false,true
err_bad_category_property_decl,Sema,property implementation must have its declaration in the category %0,false,true
err_bad_character_encoding,Lex,illegal character encoding in character literal,false,true
err_bad_cxx_cast_addr_space_mismatch,Sema,%select{const_cast|static_cast|reinterpret_cast|dynamic_cast|C-style cast|functional-style cast|addrspace_cast}0 from %1 to %2 converts between mismatching address spaces,false,true
err_bad_cxx_cast_member_pointer_size,Sema,cannot %select{||reinterpret_cast||C-style cast||}0 from member pointer type %1 to member pointer type %2 of different size,true,true
err_bad_kernel_param_type,Sema,%0 cannot be used as the type of a kernel parameter,false,true
err_bad_lvalue_to_rvalue_cast,Sema,cannot cast from lvalue of type %1 to rvalue reference type %2; types are not compatible,false,true
err_bad_multiversion_option,Sema,function multiversioning doesn't support %select{feature|architecture}0 '%1',false,true
err_bad_property_context,Sema,property implementation must be in a class or category implementation,false,true
err_bad_property_decl,Sema,property implementation must have its declaration in interface %0 or one of its extensions,false,true
err_bad_receiver_type,Sema,bad receiver type %0,false,true
err_bad_reinterpret_cast_reference,Sema,"reinterpret_cast of a %0 to %1 needs its address, which is not allowed",false,true
err_bad_rvalue_to_rvalue_cast,Sema,cannot cast from rvalue of type %1 to rvalue reference type %2; types are not compatible,false,true
err_bad_string_encoding,Lex,illegal character encoding in string literal,false,true
err_base_clause_on_union,Sema,unions cannot have base classes,false,true
err_base_init_does_not_name_class,Sema,constructor initializer %0 does not name a class,false,true
err_base_must_be_class,Sema,base specifier must name a class,true,true
err_bit_cast_non_trivially_copyable,Sema,'__builtin_bit_cast' %select{source|destination}0 type must be trivially copyable,false,true
err_bit_int_max_size,Sema,%select{signed|unsigned}0 _BitInt of bit sizes greater than %1 not supported,true,true
err_block_on_nonlocal,Sema,"__block attribute not allowed, only allowed on local variables",true,true
err_block_on_vm,Sema,__block attribute not allowed on declaration with a variably modified type,false,true
err_block_returning_array_function,Sema,block cannot return %select{array|function}0 type %1,false,true
err_box_literal_collection,Sema,%select{string|character|boolean|numeric}0 literal must be prefixed by '@' in a collection,true,true
err_bracket_depth_exceeded,Parse,bracket nesting level exceeded maximum of %0,true,true
err_break_continue_label_not_found,Sema,'%select{break|continue}0' label does not name an enclosing %select{loop or 'switch'|loop}0,true,true
err_btf_type_id_not_const,Sema,__builtin_btf_type_id argument %0 not a constant,true,true
err_builtin_aix_os_unsupported,Sema,this builtin is available only on AIX 7.2 and later operating systems,true,true
err_builtin_counted_by_ref_cannot_leak_reference,Sema,value returned by '__builtin_counted_by_ref' cannot be %select{assigned to a variable|passed into a function|returned from a function}0,false,true
err_builtin_counted_by_ref_has_side_effects,Sema,'__builtin_counted_by_ref' argument cannot have side-effects,false,true
err_builtin_counted_by_ref_invalid_use,Sema,value returned by '__builtin_counted_by_ref' cannot be used in %select{an array subscript|a binary}0 expression,false,true
err_builtin_func_cast_more_than_one_arg,Sema,function-style cast to a builtin type can only take one argument,false,true
err_builtin_longjmp_unsupported,Sema,__builtin_longjmp is not supported for the current target,false,true
err_builtin_matrix_invalid_dimension,Sema,"%0 dimension is outside the allowed range [1, %1]",false,true
err_builtin_matrix_major_order_disabled,Sema,matrix %select{row|column}0 major %select{load|store}1 is not supported with -fmatrix-memory-layout=%select{column|row}0-major. Pass -fmatrix-memory-layout=%select{row|column}0-major to enable it,true,true
err_builtin_matrix_pointer_arg_mismatch,Sema,the pointee of the 2nd argument must match the element type of the 1st argument (%0 != %1),false,true
err_builtin_matrix_scalar_unsigned_arg,Sema,%0 argument must be a constant unsigned integer expression,false,true
err_builtin_matrix_store_to_const,Sema,cannot store matrix to read-only pointer,false,true
err_builtin_matrix_stride_too_small,Sema,stride must be greater or equal to the number of rows,true,true
err_builtin_move_forward_unsupported,Sema,unsupported signature for %q0,false,true
err_builtin_needs_feature,Frontend,%0 needs target feature %1,false,true
err_builtin_pack_outside_template,Sema,%0 cannot be used outside of template,false,true
err_builtin_redeclare,Sema,cannot redeclare builtin function %0,true,true
err_builtin_requires_language,Sema,'%0' is only available in %1,true,true
err_builtin_setjmp_unsupported,Sema,__builtin_setjmp is not supported for the current target,false,true
err_builtin_target_unsupported,Sema,builtin is not supported on this target,true,true
err_builtin_verbose_trap_arg,Sema,argument to __builtin_verbose_trap must %select{be a pointer to a constant string|not contain $}0,false,true
err_builtin_x64_aarch64_only,Sema,this builtin is only available on x86-64 and aarch64 targets,true,true
err_c23_constexpr_invalid_type,Sema,constexpr variable cannot have type %0,false,true
err_call_incomplete_return,Sema,calling function with incomplete return type %0,false,true
err_callback_implicit_this_not_available,Sema,'callback' argument at position %0 references unavailable implicit 'this',false,true
err_called_once_attribute_wrong_type,Sema,'called_once' attribute only applies to function-like parameters,true,true
err_cannot_find_reexport,InstallAPI,cannot find re-exported %select{framework|library}0: '%1',false,true
err_cannot_find_suitable_accessor,Sema,cannot find suitable %select{getter|setter}0 for property %1,false,true
err_cannot_open_file,Common,cannot open file '%0': %1,false,true
err_cannot_pass_non_trivial_c_struct_to_vararg,Sema,cannot pass non-trivial C object of type %0 by value to variadic %select{function|block|method|constructor}1,false,true
err_cannot_pass_objc_interface_to_vararg,Sema,cannot pass object with interface type %0 by value through variadic %select{function|block|method|constructor}1,false,true
